App ID,Game Name,Playtime (Hours),Achievement API Name,Achievement Display Name,Description,Achieved (1=Yes),Unlock Time (UTC)
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_17,For My Next Trick...,Dive into a well,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_18,Quiet Time,Find the best seat in the house,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_21,Untouchable,Replay 5 different levels without taking any damage,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_22,Bacon!,Kill a razorback boar using a Molotov cocktail,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_23,Huntress,Kill 50 animals while wearing the Huntress outfit,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_24,Siberian Ranger,Beat 15 combat encounters after completing the game,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_26,Challenging,Complete any Challenge Tomb,1,2016-02-01T02:41:23
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_27,No Stone Unturned,Achieve 100% game completion,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_28,Golden Child,Complete every level in Score Attack with a gold score,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_16,Zipper,Perform a manual zip line transfer,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_17_31,"No Guts, No Glory",Perform a 2.5 second or longer swan dive,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_0,Rapid Recovery,Heal yourself in combat 3 times,1,2016-02-02T15:57:35
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_1,Fearless,Defeat a Deathless Swordsman using only melee attacks and a finisher,1,2016-02-07T18:34:08
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_2,Dead Ringer,Get 25 headshots using the Bolt-Action Rifle,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_4,Quick and Painless,Shoot 15 deer in the heart,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_5,Tomb Raider,Complete all Challenge Tombs in one playthrough,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_6,Good Samaritan,Complete 3 Missions,1,2016-02-02T16:01:01
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_7,Woman of the People,Complete every Mission,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_8,Looking for Trouble,Complete 5 Challenges,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_9,Compulsive,Complete every Challenge,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_10,Truth Seeker,"Collect 25% of all narrative assets (relics, murals, and documents)",1,2016-02-02T19:01:53
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_11,Voices of the Past,"Collect 75% of all narrative assets (relics, murals, and documents)",0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_3_21,Self-Improvement Junkie,Purchase all skills in one category,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_13,Quite A Tumble,,1,2016-01-31T17:45:37
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_14,Quite the Collector,Collect 150 cards,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_15,These Belong in A Museum,Collect 300 cards,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_16,Well Begun Is Half Done,Complete 10 different levels in Score Attack with a gold score,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_17,Gilded,Complete a level in Score Attack with a gold score,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_18,Way to Go,Complete every level in Score Attack with a bronze score or better,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_19,Fond Farewell,Baba Yaga: Speak to Nadia again before leaving the Wicked Vale,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_20,Master Archaeologist,Endurance Challenge: Collect at least 10 Artifacts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_22,Raider,Endurance Challenge: Open 5 Codices or Sarcophagi,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_23,Skillful Raider,Endurance Challenge: Open 5 Codices or Sarcophagi without getting caught in a trap,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_24,Fast Reflexes,Endurance Challenge: Destroy 3 ceiling spike traps after being caught in them,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_26,Well Done,"Endurance Challenge: Eat the meat of 5 birds, squirrels, or rabbits that were killed with fire",0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_27,Still Tastes Good,Endurance Challenge: Eat the meat of 5 wolves that were killed with poison damage,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_28,Nope,"Endurance Challenge: Escape the forest on day 1, without recovering any artifacts",0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_29,Vacation,Endurance Challenge: Escape the forest after surviving for 7 days,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_30,Great Haul,"Endurance Challenge: Escape the forest after surviving 10 days, with at least 10 Artifacts",0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_18_31,Happy Camper,Endurance Challenge: Survive for 5 days,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_0,Nature Retreat,Endurance Challenge: Survive for 7 days,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_1,Great Outdoors,Endurance Challenge: Survive for 10 days,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_2,One Way to Do It,Endurance Challenge: Warm up from freezing by standing in fire,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_3,Who Needs a Map?,Endurance Challenge: Locate 5 crypts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_4,Hide and Seek,Baba Yaga: Rescue Nadia from Trinity,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_5,Abandon All Hope,Baba Yaga: Enter the Wicked Vale,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_6,A Moment of Clarity,Baba Yaga: Face the Witch and live,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_7,Amateur Chemist,Baba Yaga: Craft the Antidote,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_8,Last Ride of the Witch House,Baba Yaga: Activate the Ancient Lift,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_9,Truth Behind the Myth,Baba Yaga: Unmask Baba Yaga,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_10,Vasilisa's Lanterns,Baba Yaga: Complete the Challenge in the Wicked Vale,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_11,The Witch Bottles,Baba Yaga: Unearth all Survival Caches in the Wicked Vale,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_12,Season of the Witch,Baba Yaga: Collect 50% of the Documents in the Wicked Vale,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_13,Complete History of Witchcraft,Baba Yaga: Collect all of the Documents in the Wicked Vale,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_14,Witch-Hunt,Baba Yaga: Complete a Wicked Vale Score Attack with a gold score,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_15,Witch Trials,Baba Yaga: Complete every Wicked Vale Score Attack with a gold score,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_16,Witchcraft for Beginners,Baba Yaga: Attempt any Wicked Vale Score Attack,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_17,Witch's Wardrobe,Baba Yaga: Equip the Dreamstinger and Wraithskin outfit together,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_18,Servant of the Witch,Baba Yaga: Confuse an enemy with the Dreamstinger,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_19,Persuasive Argument,Baba Yaga: Confuse 3 enemies with one shot from the Dreamstinger,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_20,Bravo's Legacy,Baba Yaga: Confuse 10 enemies with the Dreamstinger,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_21,Demon in the Dark,Baba Yaga: Kill 10 enemies while wearing the Wraithskin outfit,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_22,The Wraith of Siberia,Baba Yaga: Kill 50 enemies while wearing the Wraithskin outfit,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_23,Henny Penny,Baba Yaga: Fall to your death from the Lift,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_25,Archaeologist,Endurance Challenge: Collect at least 5 Artifacts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_26,Why the Chicken Crossed the Vale,Baba Yaga: Ride the Lift back to the other side,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_27,Uncovering the Truth,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_28,Give a Man a Fire,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_29,Armed For Bear,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_30,Spinning Leaf,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_21_31,Legendary Gunsmith,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_0,To the Rescue,Cold Darkness Challenge: Rescue 6 prisoners,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_1,Perfectionist,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_2,Epidemiologist,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_3,An Ocean in Storm,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_4,Combat Specialist,,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_5,Complete Family History,Blood Ties: Collect all of the Documents in Croft Manor,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_6,Enter the Nightmare,Lara's Nightmare: Destroy a Skull of Rage,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_7,Fight the Fear,Lara's Nightmare: Defeat 100 enemies,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_8,Home Raider,Blood Ties: Collect all of the Relics in Croft Manor,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_9,Key to the Past,Blood Ties: Acquire the Master Key,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_10,Legacy,Blood Ties: Find truth of Croft Manor,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_11,Master Detective,Blood Ties: Open Lord Croft's Safe,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_12,Meet the Crofts,Blood Ties: Collect 50% of the Documents in Croft Manor,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_13,Relic Hunter,Blood Ties: Collect 50% of the Relics in Croft Manor,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_14,Sweet Dreams,Lara's Nightmare: Defeat the Nightmare,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_15,A Feast for Two,Endurance Co-op Challenge: Eat the meat of 3 bears with your partner,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_16,A Dinner for Two,Endurance Co-op Challenge: Eat the meat of 3 wolves with your partner,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_17,A Snack for Two,Endurance Co-op Challenge: Eat the meat of 5 rabbits or squirrels with your partner,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_18,Adventure Friends,Endurance Co-op Challenge: Escape the forest with 5 Artifacts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_19,Adventure Besties,Endurance Co-op Challenge: Escape the forest with 5 Medium and Large Artifacts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_20,Sisters of Artemis,Endurance Co-op Challenge: Kill a combined total of 10 dangerous animals in a single Expedition,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_21,Sisters of Athena,Endurance Co-op Challenge: Kill a combined total of 25 enemies in a single Expedition,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_22,Team Survival,Endurance Co-op Challenge: Escape the forest after 7 days without using a single revive,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_23,Pick-Me-Up,Endurance Co-op Challenge: Revive a player,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_24,No One Left Behind,Endurance Co-op Challenge: Revive a player 3 times in a single expedition,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_25,Get Away from Her!,Endurance Co-op Challenge: Kill an enemy melee attacking your partner,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_26,Bonding Time,Endurance Co-op Challenge: Escape the forest after surviving for 7 days with at least 10 Artifacts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_27,Alone Time,Endurance Co-op Challenge: Spend at least one day more than 60 meters apart,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_28,Communication Skills,Endurance Co-op Challenge: Kill 5 enemies that have been marked by your partner,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_29,Master and Apprentice,Endurance Co-op Challenge: Escape the forest after surviving 10 days with at least 20 Artifacts,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_30,For the Night is Dark,Endurance Co-op Challenge: Clear 3 Enemy Camps at night in a single expedition,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_30_31,Teamwork,Endurance Co-op Challenge: Warm up from freezing by standing next to a campfire lit by your partner,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_31_0,"""Teamwork""",Endurance Co-op Challenge: Collect an Artifact while your partner is down,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_31_1,"Say ""Aaah""",Endurance Co-op Challenge: Eat with your partner while at least one of you is starving,0,
391220,Rise of the Tomb Raider,20.3,NEW_ACHIEVEMENT_31_2,Extreme Survivor,Finish the game on Extreme Survivor difficulty,0,
434170,The Jackbox Party Pack 3,16.97,QUIPLASH2_GET_SUPERQUIPLASH,Quiplash 2: Quip it Good,Get a Super Quiplash!  (all player votes and 90% audience votes in a 5+ player game),0,
434170,The Jackbox Party Pack 3,16.97,QUIPLASH2_WIN_ALL_R1_LOSE_ALL_R2,Quiplash 2: Quipwreck,"Win all your battles in Round 1, but lose all your battles in Round 2",1,2022-02-07T01:32:35
434170,The Jackbox Party Pack 3,16.97,QUIPLASH2_CREATE_UGC,Quiplash 2: When I Quip You Quip We Quip,Create a custom game,0,
434170,The Jackbox Party Pack 3,16.97,QUIPLASH2_WIN_WITH_SECRET_ENTRY,Quiplash 2: Gravy Castle,,0,
434170,The Jackbox Party Pack 3,16.97,AWSHIRT_USE_ALL_COLORS_IN_SINGLE_DRAWING,Tee K.O.: DYE! DYE! DYE!,Use all of your colors in a single drawing that then gets used on a shirt,1,2022-01-01T07:22:08
434170,The Jackbox Party Pack 3,16.97,AWSHIRT_VOTE_AGAINST_OWN_SHIRT,Tee K.O.: I FOLD,Vote against your own shirt in a battle,1,2022-01-01T07:02:31
434170,The Jackbox Party Pack 3,16.97,AWSHIRT_GET_A_SHIRTALITY,Tee K.O.: SHIRTALITY,Get all the votes in a single battle in a 5+ player game,1,2022-02-07T00:22:12
434170,The Jackbox Party Pack 3,16.97,AWSHIRT_CREATE_EVERY_SHIRT_IN_FINAL_ROUND,Tee K.O.: DOMINATION,Be the creator of every shirt in the final gauntlet,1,2022-02-07T03:02:57
434170,The Jackbox Party Pack 3,16.97,FAKINIT_FAKER_CAUGHT_ON_FIRST_VOTE,Fakin' It: World's Greatest Detectives,Catch the Faker on the first vote.,0,
434170,The Jackbox Party Pack 3,16.97,FAKINIT_FAKER_WINS_WITHOUT_SINGLE_VOTE,Fakin' It: Deep Cover,Faker gets through three tasks in a row without a single vote (or two tasks for three player games).,0,
434170,The Jackbox Party Pack 3,16.97,FAKINIT_PLAY_5_GAMES_IN_A_ROW,Fakin' It: 2 Fake 2 Five-ious,Play five games of Fakin' It in a row.,0,
434170,The Jackbox Party Pack 3,16.97,FAKINIT_COMPLETE_40_POINTING_TASKS,Fakin' It: Pointilism,Play 40 You Gotta Point tasks.,0,
434170,The Jackbox Party Pack 3,16.97,TMP_SURVIVE_KILLING_FLOORS,TMP: Deathproof,Survive The Killing Floor 3 times in one game,0,
434170,The Jackbox Party Pack 3,16.97,TMP_QUESTION_STREAK,TMP: Feels Good to Be A-Five,Answer 5 Trivia Questions in a row correctly,0,
434170,The Jackbox Party Pack 3,16.97,TMP_SEQUEL,TMP: Trilogy Murder Party,Play 3 games in a row with the same players,0,
434170,The Jackbox Party Pack 3,16.97,TMP_MATH,TMP: Murderithmatic,Get a score of 25 or more in the Math Killing Floor,0,
434170,The Jackbox Party Pack 3,16.97,POLLPOSITION_GUESSED_EXACT_PERCENTAGE,Guesspionage: Perfect Surveillance,Guess the exact percentage,0,
434170,The Jackbox Party Pack 3,16.97,POLLPOSITION_PERFECT_GUESSING_HIGHER_LOWER,Guesspionage: No More Secrets,Perfect guessing of higher/lower,0,
434170,The Jackbox Party Pack 3,16.97,POLLPOSITION_PICKED_TOP_THREE_IN_FINAL_ROUND,Guesspionage: Top Agent,Pick top three answers in final round,0,
434170,The Jackbox Party Pack 3,16.97,POLLPOSITION_GUESSED_WITHIN_FIVE_PERCENT_OF_AUDIENCE,Guesspionage: Live Surveillance,Guess within 5% of an audience's answer,0,
442070,Drawful 2,1.33,DRAWFUL2_LOTS_OF_GAMES,Drawn Out,Play 50 games,0,
442070,Drawful 2,1.33,DRAWFUL2_FOOL_EVERY_OTHER_PLAYER,Fool House,Fool every other player with a title you write.,1,2022-01-01T06:02:33
442070,Drawful 2,1.33,DRAWFUL2_BIG_AUDIENCE,We Like to Watch,Play with 10 or more Audience Members,0,
442070,Drawful 2,1.33,DRAWFUL2_BIG_STREAK,Threestyle,Got a streak of 3,1,2022-01-01T05:56:12
442070,Drawful 2,1.33,DRAWFUL2_PLAY_UGC,The Student Becomes the Writer,Play a game with User Generated Content,0,
442070,Drawful 2,1.33,DRAWFUL2_SECRET_TITLE,It's a Secret,Enter secret title in game,0,
442070,Drawful 2,1.33,DRAWFUL2_LOTS_OF_LIKES,It’s Better to Be Liked,Get more than 50 likes in a game,0,
442070,Drawful 2,1.33,DRAWFUL2_CHOOSE_DECOY,"Wait, Why Are We Rewarding This?",Choose a decoy answer,1,2024-07-14T01:08:19
442070,Drawful 2,1.33,DRAWFUL2_LOTS_OF_LINES,Multiple Strokes,Enter a drawing with more than 50 lines,1,2022-01-01T06:19:44
442070,Drawful 2,1.33,DRAWFUL2_USE_BOTH_COLORS,Happy Birthday Two Hues,Use both colors in a drawing. It’s easy!,1,2022-01-01T05:51:39
275850,No Man's Sky,3.42,NATURALIST,A Scanner Darkly,Attain ‘Naturalist’ status in Planet Zoology Scanned,0,
275850,No Man's Sky,3.42,TRAILBLAZER,"The Stars, Like Dust",Attain 'Trailblazer' status in Space Exploration,0,
275850,No Man's Sky,3.42,LIMITEDFUNDS,Foundation,Attain ‘Entrepreneur’ status in Most Units Accrued,0,
275850,No Man's Sky,3.42,CONFUSED,Babel-17,Attain ‘Confused’ status in Words Collected,0,
275850,No Man's Sky,3.42,TAXONOMIST,Contact,Attain ‘Known’ status in Alien Colonist Encounters,0,
275850,No Man's Sky,3.42,THUG,Use of Weapons,Attain ‘Novice’ status in Ships Destroyed,0,
275850,No Man's Sky,3.42,CLASSIFIER,The Star Beast,Attain ‘Archivist’ status in Planet Zoology Scanned,0,
275850,No Man's Sky,3.42,PIONEER,The Longest Voyage,Attain 'Pioneer' status in Space Exploration,0,
275850,No Man's Sky,3.42,SPACETRUCKER,The Space Merchants,Attain ‘Trader’ status in Most Units Accrued,0,
275850,No Man's Sky,3.42,ALMOSTTHERE,The Languages of Pao,Attain ‘Interpreter’ status in Words Collected,0,
275850,No Man's Sky,3.42,ARCHIVIST,Who Goes There?,Attain ‘Diplomat’ status in Alien Colonist Encounters,0,
275850,No Man's Sky,3.42,WARCRIME,Pattern for Conquest,Attain ‘Notorious’ status in Ships Destroyed,0,
275850,No Man's Sky,3.42,GETTINGON,Stranger in a Strange Land,Attain ‘Robust’ status in Extreme Survival,0,
275850,No Man's Sky,3.42,PIONEER2,Symphony For A Lost Traveler,Attain ‘Nomad’ status in On-foot Exploration,0,
275850,No Man's Sky,3.42,ENCYCLOPAEDIA,Galapagos,Attain ‘Encyclopedia’ status in Planet Zoology Scanned,0,
275850,No Man's Sky,3.42,DISCOVERER,A Space Odyssey,Attain ‘Discoverer’ status in Space Exploration,0,
275850,No Man's Sky,3.42,SHIPPINGMAGNATE,The Diamond Age,Attain ‘Magnate’ status in Most Units Accrued,0,
275850,No Man's Sky,3.42,BABELFISH,Citizen of the Galaxy,Attain ‘Babelfish’ status in Words Collected,0,
275850,No Man's Sky,3.42,ATTENBORG,What Mad Universe,Attain ‘Ambassador’ status in Alien Colonist Encounters,0,
275850,No Man's Sky,3.42,GENOCIDAL,The Forever War,Attain ‘Legend’ status in Ships Destroyed,0,
275850,No Man's Sky,3.42,METHUSELAH,The Sentinel,Attain ‘Everlasting’ status in Extreme Survival,0,
275850,No Man's Sky,3.42,THEEVERLASTING,Have Spacesuit - Will Travel,Attain ‘Adventurer’ status in On-foot Exploration,0,
275850,No Man's Sky,3.42,CRADLE,Cradle,Claim a Base or Buy a Freighter,0,
275850,No Man's Sky,3.42,NAVIGATORS,Navigators,Build an Exocraft,0,
275850,No Man's Sky,3.42,REUNION,Reunion,Visit another Player's Base,0,
275850,No Man's Sky,3.42,TAKEADEEPBREATH,Take a Deep Breath,Reach the Centre of the Galaxy in Survival Mode,0,
275850,No Man's Sky,3.42,TOLIVEFOREVER,To Live Forever,Reach the Centre of the Galaxy in Permadeath Mode,0,
379720,DOOM,2.98,ach_1,Shoot it Until it Dies,,0,
379720,DOOM,2.98,ach_2,Outnumbered? No Problem,,0,
379720,DOOM,2.98,ach_3,Who's Next?,,0,
379720,DOOM,2.98,ach_4,E1M1,Complete the first mission of the campaign,1,2016-10-03T01:16:30
379720,DOOM,2.98,ach_5,Into the Unknown,,0,
379720,DOOM,2.98,ach_6,Knee-Deep in the Dead,"Complete the campaign on 'I'm Too Young to Die', 'Hurt Me Plenty', 'Ultra Violence', or 'Nightmare'.",0,
379720,DOOM,2.98,ach_7,A Toe into Madness,Complete The UAC on Ultra-Nightmare,0,
379720,DOOM,2.98,ach_8,Up Close and Personal,Kill 50 enemies using the Chainsaw,0,
379720,DOOM,2.98,ach_9,Specialist,Earn the Mastery for a weapon mod,0,
379720,DOOM,2.98,ach_10,IDKFA,Earn the Masteries for all weapon mods,0,
379720,DOOM,2.98,ach_11,Hot Swapper,Acquire all weapon mods,0,
379720,DOOM,2.98,ach_12,Historian,Find all Data Logs,0,
379720,DOOM,2.98,ach_13,Timing is Everything,Use explosive barrels to kill 100 enemies,0,
379720,DOOM,2.98,ach_14,Every Nook and Cranny,Find all Collectibles,0,
379720,DOOM,2.98,ach_15,Argent Overload,"Fully upgrade Health, Armor, or Ammo capacity",0,
379720,DOOM,2.98,ach_16,Argent Fiend,"Fully upgrade Health, Armor, and Ammo capacity on a single campaign run.",0,
379720,DOOM,2.98,ach_17,A Gift from Beyond,Earn a Rune,0,
379720,DOOM,2.98,ach_18,The Circle is Complete,Earn all Runes,0,
379720,DOOM,2.98,ach_19,Tinkering,Fully upgrade a Praetor Suit category.,0,
379720,DOOM,2.98,ach_20,Overclocked,Fully upgrade all Praetor Suit categories on a single campaign run.,0,
379720,DOOM,2.98,ach_21,Thorough Shopper,Complete all Challenges for a single mission.,0,
379720,DOOM,2.98,ach_22,Butcher,Perform 200 Glory Kills,0,
379720,DOOM,2.98,ach_23,Rip and Tear,Glory Kill all common enemy types in the campaign.,0,
379720,DOOM,2.98,ach_24,Juicin' it up,Kill 150 enemies while using Power Ups,0,
379720,DOOM,2.98,ach_25,Momentum Shift,Upgrade a Rune,0,
379720,DOOM,2.98,ach_26,IDDQD,Upgrade all Runes,0,
379720,DOOM,2.98,ach_27,What Else Ya Got?,Complete all Mission Challenges,0,
379720,DOOM,2.98,ach_28,IPXSETUP.EXE,Win a Multiplayer match,0,
379720,DOOM,2.98,ach_29,"Combat tested, Doomguy approved",Reach Level 5 in Multiplayer,0,
379720,DOOM,2.98,ach_30,An Old Friend,,0,
379720,DOOM,2.98,ach_31,Shareware,Create and publish a SnapMap,0,
379720,DOOM,2.98,ach_32,No Rest for the Living,Play 5 published SnapMaps,0,
379720,DOOM,2.98,ach_33,Entryway,Complete the SnapMap Basic and Advanced Tutorials,0,
379720,DOOM,2.98,ach_34,Tenderizing the Crops,Kill 10 enemies with the Harvester demon in Multiplayer,0,
379720,DOOM,2.98,ach_35,Marked for Death,Kill 10 enemies with the EMG Mark V Pistol in Multiplayer,0,
379720,DOOM,2.98,ach_36,Motion in the Explosion,Kill 5 enemies with the Kinetic Mine in Multiplayer,0,
379720,DOOM,2.98,ach_37,Sitting Duck,Use a taunt from Expansion 1 during a Multiplayer Match,0,
379720,DOOM,2.98,ach_38,Computing with Style,Play a Multiplayer Match with a piece of Robotic Armor equipped,0,
379720,DOOM,2.98,ach_39,Threat Assessment,Detect 20 enemies using the Threat Pulse in Multiplayer,0,
379720,DOOM,2.98,ach_40,Eat Your Vitamins,Kill 10 enemies with the Cacodemon in Multiplayer,0,
379720,DOOM,2.98,ach_41,Reaping all the Benefits,Kill 10 enemies with the Reaper in Multiplayer,0,
379720,DOOM,2.98,ach_42,Beauty is Pain,Play a Multiplayer Match with a piece of Cyber-Demonic armor equipped,0,
379720,DOOM,2.98,ach_43,Like Nobody is Watching,Use a taunt from Expansion 2 during a Multiplayer Match,0,
379720,DOOM,2.98,ach_44,Filling the Trophy Case,Earn every medal type in Arcade Mode in one run,0,
379720,DOOM,2.98,ach_45,Go for the Gold,Earn a gold rating in Arcade Mode,0,
379720,DOOM,2.98,ach_46,Arcade Stockpile,Collect 20 bonus lives or relics in Arcade Mode,0,
379720,DOOM,2.98,ach_47,Bowling for Gibs,Perform a MultiKill with the Spectre demon in Multiplayer,0,
379720,DOOM,2.98,ach_48,Head First,Kill 10 enemies with the Spectre demon in Multiplayer,0,
379720,DOOM,2.98,ach_49,Successful Launch,Kill 10 enemies with the Grenade Launcher in Multiplayer,0,
